ID,English_Text,Khmer_Text
864,"The Meeting was chaired by His Excellency MALAITHONG KOMMASITH,  Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ និងជាប្រធានអង្គប្រជុំរដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានឆ្នាំ២០២៤ ក្នុងគោលបំណងពិនិត្យនិងពិភាក្សាលើកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ចអាស៊ានបូកបី ការត្រៀមរៀបចំសន្នីសិទស្តីពីភាពជាដៃគូខ្សែច្រវាក់ឧស្សាហកម្ម និងខ្សែច្រវាក់ផ្គត់ផ្គង់អាស៊ានបូកបី និងការធ្វើកិច្ចពិគ្រោះយោបល់ជាមួយវិស័យឯកជន
865,The meeting was held back-to-back with the 56th ASEAN Economic Ministers' Meeting in the  exchange views on possible cooperation on strengthening implementation of the RCEP Agreement to deepen regional economic integration,កិច្ចប្រជុំនេះត្រូវបានរៀបចំឡើងស្របនឹងកិច្ចប្រជុំអាស៊ានលើកទី៥៦ ក្នុងគោលបំណងផ្លាស់ប្តូរយោបល់លើកិច្ចសហប្រតិបត្តិការពង្រឹងការអនុវត្តកិច្ចព្រមព្រៀងអាសិបដើម្បីធ្វើឱ្យសមាហរណកម្មសេដ្ឋកិច្ចក្នុងតំបន់ និងពិភាក្សាលើនីតិវិធីសម្រាប់ការចូលជាសមាជិកបន្ថែមនៃកិច្ចព្រមព្រៀងអាសិប
866,"the ASEAN Economic Minister (AEM) for Cambodia, led Cambodia’s delegation to the 3rd RCEP Ministers' Meeting in Vientiane, Lao PDR",នាព្រឹកថ្ងៃអាទិត្យ ទី២២ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំរដ្ឋមន្រ្តីនៃកិច្ចព្រមព្រៀងភាពជាដៃគូសេដ្ឋកិច្ចគ្រប់ជ្រុងជ្រោយក្នុងតំបន់ (អាសិប) លើកទី៣ (3rd RCEP Ministers' Meeting) នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ
867,"(Vientiane, Lao PDR)",ឡាវ)
868,"(Nanning, China)",(ណាននីង សាធារណរដ្ឋប្រជាមានិតចិន)
869,"International Trade Fairs, attended the opening ceremony of Cambodian Commodity Booths during the 21st China-ASEAN Expo event, which was presided over by His Excellency VONGSEY Vissoth, Permanent Deputy Prime Minister, Minister in Charge of Office of Council of Ministers,",អាស៊ានលើកទី២១ ក្រោមអធិបតីភាព ឯកឧត្តម វង្សី វិស្សុត ឧបនាយករដ្ឋមន្រ្តីប្រចាំការ រដ្ឋមន្រ្តីទទួលបន្ទុកទីស្តីការគណៈរដ្ឋមន្រ្តី តំណាងដ៏ខ្ពង់ខ្ពស់ សម្តេចមហាបវរធិបតី ហ៊ុន ម៉ាណែត នាយករដ្ឋមន្រ្តីនៃព្រះរាជាណាចក្រកម្ពុជា
870,"Her Excellency CHAM Nimul, Minister of Commerce, attended the opening ceremony of Cambodian Commodity Booths during the 21st China-ASEAN Expo in Nanning, Guangxi, People’s Republic of China",នាព្រឹកថ្ងៃអង្គារ ទី២៤ ខែកញ្ញា ឆ្នាំ២០២៤ នៅមជ្ឈមណ្ឌលសន្និបាត និងពិព័រណ៍អន្តរជាតិណាននីង ខេត្តក្វាងស៊ី សាធារណរដ្ឋប្រជាមានិតចិន លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជាប្រធានគណៈកម្មការរៀបចំ និងចូលរួមពិព័រណ៍ពិភពលោក និងពិព័រណ៍ពាណិជ្ជកម្មអន្តរជាតិ បានអញ្ជើញចូលរួមក្នុងពិធីសម្ពោធស្តង់ពិព័រណ៍ពាណិជ្ជកម្មរបស់កម្ពុជា នាឱកាសព្រឹត្តិការណ៍ពិព័រណ៍ចិន
871,"In addition, the Ministry of Commerce prepared a 54 m2 common house to display Cambodian Potential Product with luxurious packaging for trade visitors",បន្ថែមលើនេះ ក្រសួងពាណិជ្ជកម្ម បានរៀបចំផ្ទះរួម (Common House) ទំហំ ៥៤ម៉ែត្រការ៉េ​ ដើម្បីដាក់តាំងបង្ហាញ ផលិតផលសក្តានុពលកម្ពុជា និងមានការវេចខ្ទប់ប្រណិត ជូនភ្ញៀវទស្សនា និងជាទីតាំងផ្សព្វផ្សាយ​ CambodiaTrade.com ផងដែរ
872,"China-ASEAN Expo held from September 24-28, 2024, under the theme “Upholding amity, sincerity, mutual benefit",២៨ ខែកញ្ញា ឆ្នាំ២០២៤ ក្រោម​មូលបទ ​“លើកកម្ពស់មិត្តភាពស្មោះត្រង់ រួមគ្នាអភិវឌ្ឍន៍ និងចែករំលែកផលប្រយោជន៍ប្រកបដោយបរិយាប័ន្ន ក្នុងក្របខ័ណ្ឌសហប្រតិបត្តិការមកុដពេជ្រដើម្បីអនាគតថ្មី និងជំរុញការអភិវឌ្ឍតំបន់ពាណិជ្ជកម្មសេរី ៣.០ រវាងចិន និងអាស៊ាន ដើម្បីកំណើនក្នុងតំបន់”
873,"This meeting was organized by the Department of International Trade Promotion (DITP), Ministry of Commerce of Thailand, under the sub-theme ""Soft Power",កិច្ចប្រជុំនេះ រៀបចំឡើងដោយនាយកដ្ឋានជំរុញពាណិជ្ជកម្មអន្តរជាតិ (DITP) នៃក្រសួងពាណិជ្ជកម្ម ប្រទេសថៃ ក្រោមប្រធានបទ “អំណាចទន់
874,"attended by 15 member countries of the Asian Trade Promotion Forum (ATPF) from the ASEAN, South Asia,",ATPF) ដែលមកពីតំបន់អាស៊ាន អាស៊ីខាងត្បូង និងអាស៊ីខាងកើត ចំនួន ១៥ប្រទេស ក្នុងគោលបំណងចែករំលែកនូវចំណេះដឹង បទពិសោធន៍ និងជំរុញកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មឱ្យកាន់តែស៊ីជម្រៅ និងការប្រកួតប្រជែងសេដ្ឋកិច្ចនៅក្នុងអាស៊ី
875,"BUN Chamnan, Deputy Director-General of the General Directorate of Trade Promotion, along with officers, Ministry of Commerce, participated in the 37th Asian Trade Promotion Forum CEO Meeting in Bangkok, Kingdom of Thailand",នាថ្ងៃទី២៣ ដល់ថ្ងៃទី២៤ ខែកញ្ញា ឆ្នាំ២០២៤ លោកស្រី ប៊ុន ចំណាន អគ្គនាយករងអគ្គនាយកដ្ឋានជំរុញពាណិជ្ជកម្ម និងមន្ត្រីជំនាញបច្ចេកទេស នៃក្រសួងពាណិជ្ជកម្ម បានចូលរួមកិច្ចប្រជុំកម្រិតអគ្គនាយក នៃវេទិកាជំរុញពាណិជ្ជកម្មអាស៊ី លើកទី៣៧ (37th Asian Trade Promotion Forum CEO Meeting) នៅទីក្រុងបាងកក ព្រះរាជាណាចក្រថៃ
876,"(Bangkok, Thailand)",ប្រទេសថៃ)
877,medium enterprises (SMEs) sector as a driving force for socio-economic growth were discussed,ជាពិសេស ទស្សនថ្មីៗលើការពង្រឹងការគាំទ្រ និងជំរុញដល់វិស័យសហគ្រាសធុនតូច និងមធ្យមដែលជាកម្លាំងចលករសម្រាប់ជំរុញដល់កំណើនសេដ្ឋកិច្ចសង្គម
878,(Phnom Penh),(ភ្នំពេញ)
879,"China, which has provided immense benefits in all sectors",ចិន ដែលបានផ្ដល់ផលប្រយោជន៍យ៉ាងធំធេងដល់ការរីកចម្រើនលើគ្រប់វិស័យ
880,The objective of the meeting was to promote bilateral cooperation between Cambodia,គោលបំណងនៃជំនួបនេះ គឺដើម្បីជំរុញកិច្ចសហប្រតិបត្តិការទ្វេភាគីរវាងកម្ពុជា
881,"On the morning of Wednesday, 25 September 2024, His Excellency SEANG Thay, Secretary of State of the Ministry of Commerce, received a courtesy call from the Jiaxing delegation from Zhejiang Province, the People's Republic of China, led by Mr",នាព្រឹកថ្ងៃពុធ ទី២៥ ខែកញ្ញា ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម ស៊ាង ថៃ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបសម្តែងការគួរសម និងពិភាក្សាការងារជាមួយគណៈប្រតិភូទីក្រុង Jiaxing ខេត្ត Zhejiang នៃសាធារណរដ្ឋប្រជាមានិតចិន ដឹកនាំដោយ លោក Sheng Quansheng អនុប្រធានគណៈកម្មាធិការទីក្រុង Jiaxing ដែលមានការអញ្ជើញចូលរួមពី ឯកឧត្តម លោកជំទាវ អនុរដ្ឋលេខាធិការ និងមន្រ្តីជំនាញពាក់ព័ន្ធជាច្រើនរូប
